id,identifier,category,country_code,text,multi_label,label,text_length
129,@@8473878,women,pk,"The bill had been proposed in May 2015 , but faced obstruction in the Punjab assembly . According to Punjab government , the bill is comprehensive and brings several previously ignored offence within it ambit , and cover domestic violence , emotional , economic and psychological abuse , cyber crime , stalking and abetting of offender . Unlike previous law , it introduces an ingenious implementation mechanism . It proposes the setting up of 24-hour , women-run , district violence-against-women centre . The centre will have all required service , including first aid , police reporting , FIR lodging , prosecution , medical examination , forensics and post-trauma rehabilitation under one roof , and accessible to woman . A toll-free helpline will be set up where woman could call for assistance , legal advice , prompt evidence collection and immediate protection .",0,0,878
130,@@7477982,hopeless,za,"The hotline provides free telephonic counselling every day of the year for people who feel desperate , helpless or hopeless , and feel like committing suicide .",0,0,160
131,@@1277016,immigrant,ph,"Nancy Ching , the daughter of immigrant from Taiwan , opened the school with 15 student in 2004 , the year after South Korea first moved from the U.S. column to the China column . Today she ha 60 .",0,0,200
132,@@15483547,in-need,ng,"The legislator were concerned with the diversion of Shs140billion in the contingency fund to the Parliamentary Commission yet government could not offer enough food relief to area in need including district of Isingiro , Rakai and Karamoja region .",1,0,251
133,@@22432311,in-need,in,"Sawang said , `` All outreach initiative , such a Vruddha Mitra , Mahila Mitra and Bala Mitra focus on protecting and changing the mindset of the weaker section of society . I am happy to say that there is a perceptible change among police officer , who choose to respond more positively to any woman , elderly or child , who is in need safety and security . ``",0,0,363
134,@@17361342,homeless,hk,SoCO Ng say that the government cease to fund most homeless people at a shelter after six month . `` No matter what institution it is ... would they pay for the sleeper out of their own pocket ? `` asked Ng . `` Therefore they have to leave . ``,0,0,248
135,@@9506461,homeless,pk,"The student who reported being homeless said they often `` couch-surfed `` or slept in their car , in tent , in parking lot or railway station . The study , the first such survey in the country , said a system-wide commitment wa needed to remedy the situation . `` CSU campus are developing program to support the need of displaced and food insecure student , `` the report said . `` However , a greater understanding of this student population , their experience accessing and utilising existing service , and their rate of retention is needed , `` Elizabeth Chapin , a spokeswoman for CSU , said the study would continue for another two year to ass how widespread the issue of homelessness and hunger is among student and to come up with intervention program to assist them and ensure they graduate .",0,0,816
136,@@251852,vulnerable,au,"SIMON FRAZER : Mr Brunton say the society , first known a the Society for Promoting Christian Knowledge and Benevolence , wa founded in response to a vulnerable economy and a perception that many poor did not deserve help .",0,0,226
137,@@26237048,refugee,sg,"With a repatriation plan in tatter and funding evaporating for a million refugee with ever-growing need , Rohingya Muslims who fled Myanmar to Bangladesh face a grim future one year after the latest eruption of a decades-old conflict .",1,0,238
138,@@4163910,vulnerable,ca,"`` The sentence I imposed today must speak to other woman , particularly young woman , to impress upon them the necessity and importance of seeking the assistance of others in order to cope safely with the physiological and emotional change associated with pregnancy and childbirth to which they are so vulnerable . ``",0,0,317
139,@@23936096,migrant,lk,"The proposal , if approved by the Office of Management and Budget ( OMB ) , would require most immigrant and non-immigrant visa applicant to list all social medium identity they have used in the past five year .",0,0,214
140,@@24550081,hopeless,sg,"`` It been a bit of a chaotic week , a very stressful situation . It one of those hopeless , helpless outlook . It hard to explain but the lava is right behind my house and it pretty surreal , `` Leilani Estates homeowner Jared McManus told Reuters .",0,0,261
141,@@7204213,immigrant,ie,"Obama plan , offered after year of total stalemate with the Republican-led Congress - would shield over 4 million undocumented immigrant currently residing in the US from immigration , including many of the 50,000 undocumented Irish living here today .",0,0,257
142,@@434994,hopeless,au,"I wish I had this piece in hand a week ago when defending the Gov't handling of the GST . The Labor Govt ha been hopelessly inept at selling itself - albeit fighting a mostly hostile press . The current Govt get no recognition for any achievement , but somehow manages to get blamed if a tradie fall off a roof . Also - it continues to pain me how so many citizen are saying how tough they are doing it when clearly they are actually doing pretty well . It a bit like the miner who have become used to `` super `` profit and complain when profit fall back to more reasonable level .",0,0,592
143,@@4603373,disabled,jm,The Small Business Development Fund also ha the particular mandate for special consideration for disabled person .,0,0,116
